"Geo","Year","D4c"
42,2010,5.59567201075608
43,2010,3.56970873473346
44,2010,4.86127223097509
45,2010,8.96588774968535
46,2010,8.05103209078712
47,2010,7.23098238123853
48,2010,6.11821239125672
49,2010,6.12213606279535
50,2010,11.6655612273272
51,2010,8.00558800441202
52,2010,5.49811666175859
53,2010,8.83065312824106
54,2010,1.15017809522491
55,2010,7.22388723240455
56,2010,0
57,2010,11.8249344458514
58,2010,9.25081492048204
59,2010,11.8872875758584
60,2010,10.0597078680805
61,2010,9.49102661939006
62,2010,9.97419823786612
63,2010,7.84401833153795
64,2010,8.85737135071953
65,2010,10.977608852575
66,2010,9.02320306464292
67,2010,9.76539595406043
68,2010,9.6107834884428
69,2010,7.52778078061767
70,2010,8.07643338384593
71,2010,4.90870409085203
72,2010,3.94486384508877
1,2020,6.627566
2,2020,0.337809
3,2020,5.304081
4,2020,1.071645
5,2020,4.00455
6,2020,1.823887
7,2020,3.27436
8,2020,4.13506
9,2020,5.879136
10,2020,4.318614
11,2020,2.470626
12,2020,5.322638
13,2020,4.626018
14,2020,2.893356
15,2020,3.801707
16,2020,4.453893
17,2020,3.908285
18,2020,5.650375
19,2020,4.623754
20,2020,5.609888
21,2020,6.355907
22,2020,6.610142
23,2020,6.359591
24,2020,4.945651
25,2020,6.048816
26,2020,6.830109
27,2020,6.197154
28,2020,6.037572
29,2020,6.980101
30,2020,6.425335
31,2020,7.411318
32,2020,4.567822
33,2020,6.565495
34,2020,2.489521
35,2020,6.69016
36,2020,7.493761
37,2020,7.564585
38,2020,4.135541
39,2020,8.196524
40,2020,5.888068
41,2020,8.256736
42,2020,4.746166
43,2020,3.027774
44,2020,4.123259
45,2020,7.604733
46,2020,6.828766
47,2020,6.133212
48,2020,5.189377
49,2020,5.192705
50,2020,9.894556
51,2020,6.790221
52,2020,4.663421
53,2020,7.490029
54,2020,0.975564
55,2020,6.127194
56,2020,0
57,2020,10.029734
58,2020,7.846404
59,2020,10.082621
60,2020,8.532495
61,2020,8.050148
62,2020,8.459967
63,2020,6.65318
64,2020,7.512691
65,2020,9.311045
66,2020,7.653347
67,2020,8.282864
68,2020,8.151724
69,2020,6.384952
70,2020,6.850311
71,2020,4.16349
72,2020,3.345975
1,2035,17.2176673306618
2,2035,0.877589598248216
3,2035,13.7794028988748
4,2035,2.78401257815721
5,2035,10.403368251482
6,2035,4.73825226557061
7,2035,8.50641716745269
8,2035,10.7424184794729
9,2035,15.2733307883645
10,2035,11.219271023712
11,2035,6.41840708436305
12,2035,13.8276118873111
13,2035,12.0178718687454
14,2035,7.51661184168884
15,2035,9.87640506554719
16,2035,11.5707105746458
17,2035,10.1532826626571
18,2035,14.6790355680333
19,2035,12.0119902526534
20,2035,14.5738549184228
21,2035,16.511927955244
22,2035,17.1724017481584
23,2035,16.5214985708284
24,2035,12.8482422734915
25,2035,15.7141402488311
26,2035,17.7438511505067
27,2035,16.0995056056598
28,2035,15.6849296077804
29,2035,18.1335134123779
30,2035,16.6922940515504
31,2035,19.2537664363879
32,2035,11.8666852388461
33,2035,17.0564138887675
34,2035,6.46749415859405
35,2035,17.3802794674395
36,2035,19.4679440315626
37,2035,19.6519367780742
38,2035,10.7436680631038
39,2035,21.2936428697633
40,2035,15.2965351147488
41,2035,21.4500668397869
42,2035,12.33000279199
43,2035,7.8658146119446
44,2035,10.7117608153819
45,2035,19.7562367440031
46,2035,17.7403621883108
47,2035,15.9333915172513
48,2035,13.4814148722755
49,2035,13.4900606400999
50,2035,25.7049380711718
51,2035,17.6402266351891
52,2035,12.1150406349514
53,2035,19.4582487174039
54,2035,2.5344050005341
55,2035,15.9177574334872
56,2035,0
57,2035,26.056115235522
58,2035,20.3840706850711
59,2035,26.1935096835165
60,2035,22.1664575517672
61,2035,20.9133745671627
62,2035,21.9780380058647
63,2035,17.2842096074204
64,2035,19.5171220318375
65,2035,24.1890424494938
66,2035,19.8825304209899
67,2035,21.5179444304462
68,2035,21.1772575336665
69,2035,16.5873835821844
70,2035,17.7963336630029
71,2035,10.816276405929
72,2035,8.69246484255474
1,2045,19.2861592140649
2,2045,0.983021241575572
3,2045,15.4348294155496
4,2045,3.11847759659527
5,2045,11.6532055479619
6,2045,5.30749525096591
7,2045,9.52835902111959
8,2045,12.03298850886
9,2045,17.1082344464228
10,2045,12.5671290467857
11,2045,7.18950009617532
12,2045,15.4888301235826
13,2045,13.4616720037386
14,2045,8.41964070655349
15,2045,11.0629341883921
16,2045,12.9607897560596
17,2045,11.3730752381706
18,2045,16.4425419330674
19,2045,13.455083783499
20,2045,16.3247251164412
21,2045,18.4956338951267
22,2045,19.235455526143
23,2045,18.5063543029725
24,2045,14.3918012439558
25,2045,17.602001765442
26,2045,19.8755575762531
27,2045,18.0336640507358
28,2045,17.5692818235805
29,2045,20.3120329871107
30,2045,18.6976687691535
31,2045,21.5668706934137
32,2045,13.292322151678
33,2045,19.1055331458256
34,2045,7.24448438125822
35,2045,19.4683072077394
36,2045,21.8067791038445
37,2045,22.0128763256868
38,2045,12.0343882146618
39,2045,23.8518133000718
40,2045,17.1342264884636
41,2045,24.0270296945366
42,2045,13.8113016350771
43,2045,8.81079591334226
44,2045,11.9986477018601
45,2045,22.1297066552718
46,2045,19.8716494579749
47,2045,17.8475933888268
48,2045,15.1010417766955
49,2045,15.1107262276484
50,2045,28.7930715995104
51,2045,19.7594838443988
52,2045,13.5705144072822
53,2045,21.7959190164177
54,2045,2.83888272519806
55,2045,17.8300810613524
56,2045,0
57,2045,29.1864383996659
58,2045,22.8329671559477
59,2045,29.3403391080638
60,2045,24.8294859776896
61,2045,23.4258604176535
62,2045,24.6184301307199
63,2045,19.3606957305038
64,2045,21.8618652386219
65,2045,27.0950596824419
66,2045,22.2711729709649
67,2045,24.1030619464893
68,2045,23.7214456910899
69,2045,18.5801545916196
70,2045,19.9343452199284
71,2045,12.1157195607206
72,2045,9.73675804605805
